reduced_formula,spacegroup_number
Be2CoPd,71
Be2CoPd,99
Be2CoPt,225
Be2CoRu,99
Be2CoRu,123
Be2CoSi,119
Be2CoTc,119
Be2CrBi,119
Be2CrCu,216
Be2CrGe,119
Be2CrIn,119
Be2CrP,119
Be2CrPd,123
Be2CrRu,99
Be2CrRu,225
Be2CrSb,119
Be2Cu,227
Be2CuGe,99
Be2CuIr,99
Be2CuIr,123
Be2CuMo,119
Be2CuNi,99
Be2CuNi,119
Be2CuNi,123
Be2CuOs,71
Be2CuPd,123
Be2CuPt,225
Be2CuRh,99
Be2CuRh,123
Be2CuRh,225
Be2CuRu,225
Be2Fe,194
Be2FeCo,216
Be2FeGe,119
Be2FeHg,119
Be2FeIr,119
Be2FeMo,216
Be2FeP,119
Be2FePb,119
Be2FePd,123
Be2FeRh,225
Be2FeRu,225
Be2FeSn,119
Be2FeW,216
Be2GaFe2,139
Be2GaIr,123
Be2GaOs,123
Be2GaPt2,139
Be2GaRu,216
Be2GaRu,225
Be2GaTc,99
Be2GaTc,119
Be2GeIr,119
Be2GePb,119
Be2GeRh,119
Be2GeRu,216
Be2GeRu,225
Be2HgPd,123
Be2HgRu,119
Be2InIr,119
Be2InPd,119
Be2InPt2,139
Be2InRe,119
Be2InRu,99
Be2InSb,119
Be2InTc,99
Be2InTc,119
Be2InTc,123
Be2IrPd,225
Be2IrPt,225
Be2IrW,119
Be2Mo,194
Be2Mo,227
Be2MoP,119
Be2MoP,123
Be2MoPb2,139
Be2MoRu,99
Be2Nb,227
Be2Nb2Ni,71
Be2Nb3,127
Be2NbBi,99
Be2NbCo,123
Be2NbCo,216
Be2NbFe,139
Be2NbGa,123
Be2NbHg,119
Be2NbHg,123
Be2NbMo,119
Be2NbNi,123
Be2NbNi,216
Be2NbOs,99
Be2NbP,123
Be2NbPb,119
Be2NbPt,119
Be2NbRh,216
Be2NbRu,119
Be2NbSb,119
Be2NbTc,119
Be2NiIr,225
Be2NiMo,99
Be2NiPd,71
Be2NiPd,123
Be2NiPt,225
Be2NiRh,225
Be2NiRu,225
Be2PW,119
Be2PdAu,123
Be2PdPt,123
Be2PdPt,225
Be2PdRh,123
Be2PdRh,225
Be2PdRu,71
Be2PdRu,225
Be2PdW,119
Be2PdW,123
Be2PtRh,225
Be2Re,194
Be2ReGe,99
Be2RhPb,119
Be2RuAu,225
Be2RuPb,119
Be2RuPt,225
Be2RuRh,12
Be2RuW,216
Be2SbW,119
Be2Si,225
Be2SiMo,99
Be2SiNi,119
Be2SiTc,119
Be2SiTc,139
Be2SiW,119
Be2SnHg,119
Be2SnMo,99
Be2SnP,119
Be2TcGe,119
Be2TcIr,119
Be2TcIr,225
Be2TcRh,119
Be2TcSb,119
Be2TlCu,123
Be2TlIr,119
Be2TlMo,119
Be2TlMo,123
Be2TlPd,123
Be2TlRe,119
Be2TlRh,119
Be2TlTc,119
Be2V,194
Be2V,227
Be2VBi,99
Be2VCr,119
Be2VFe,216
Be2VIn,123
Be2VIr,216
Be2VMo,99
Be2VRh,216
Be2VRu,65
Be2VRu,99
Be2VSi,123
Be2VZn,119
Be2W,194
Be2W,227
Be2Zn,69
Be2ZnCo,119
Be2ZnCr,99
Be2ZnCr,123
Be2ZnFe,99
Be2ZnFe,119
Be2ZnGa,216
Be2ZnGa,225
Be2ZnMo,119
Be2ZnPd,123
Be2ZnRu,119
Be2ZnSi,119
Be2ZnW,119
Be3Mo,221
Be3Pd,139
Be3Ru,194
Be4AlCu,216
Be4AlRu,216
Be4CuPd,216
Be4CuPt,216
Be4MoOs,216
Be4MoRu,216
Be4MoW,216
Be4NbIr,216
Be4NbMo,216
Be4NbOs,216
Be4NbRh,216
Be4NbRu,216
Be4NbTc,216
Be4NbW,216
Be4OsW,216
Be4RuW,216
Be4TcRu,216
Be4TcW,216
Be4VMo,216
Be4VOs,216
Be4VRu,216
Be4ZnPd,216
Be4ZnPt,216
Be4ZnRh,216
Be5Co,216
Be5Fe,216
Be5Nb,191
Be5Pd,216
Be5Pt,216
BeAg3,221
BeAgMo,107
BeAgPd,216
BeAgPd2,123
BeAgPd2,216
BeAgPd2,225
BeAgW,107
BeAl2Mo,119
BeAlB,216
BeAlGa,216
BeAlIr2,225
BeAlPd2,225
BeAlRh2,225
BeAlRu,216
BeAlRu2,216
BeAlRu2,225
BeAlRuPt,216
BeBi2Pd,99
BeBi2W,139
BeBiMo2,99
BeBiOs2,216
BeBiPd2,99
BeBiRu2,99
BeBiW2,99
BeCd2Fe,119
BeCd2Ga,123
BeCdBi2,139
BeCdCo2,119
BeCdCu2,99
BeCdFe2,216
BeCdPd,99
BeCdPd2,123
BeCdRu2,99
BeCdSb2,119
BeCdW2,119
BeCo,221
BeCo2B,225
BeCo2Bi,119
BeCo2Ge,225
BeCo2Hg,139
BeCo2Ir,139
BeCo2Os,139
BeCo2Pt,119
BeCo2Rh,119
BeCo2Ru,123
BeCo2Sb,119
BeCo2Si,119
BeCo2Si,225
BeCo2W,119
BeCo4Cu,216
BeCo4Ru,216
BeCoBi2,139
BeCoCu2,119
BeCoGe2,119
BeCoGeRu,216
BeCoMo2,99
BeCoNi2,119
BeCoPb2,119
BeCoPd2,99
BeCoPd2,119
BeCoPt2,119
BeCoRh2,119
BeCoRu2,99
BeCoSiRu,216
BeCr2Cu,119
BeCr2Cu,139
BeCr2Ge,216
BeCr2Hg,139
BeCr2P,119
BeCr2Rh,139
BeCr2Tc,139
BeCr2W,119
BeCr2W,139
BeCr4In,216
BeCr4Pd,216
BeCrCo2,139
BeCrCu2,99
BeCrFe2,119
BeCrFe2,225
BeCrIr2,119
BeCrNi2,119
BeCrPd,107
BeCrPd2,99
BeCrRh2,119
BeCrRu2,99
BeCrRu2,225
BeCrSn2,119
BeCrW,107
BeCu,221
BeCu2,139
BeCu2Ge,123
BeCu2Mo,139
BeCu2Ni,119
BeCu2Ni,139
BeCu2Os,139
BeCu2P,119
BeCu2Pt,139
BeCu2Rh,139
BeCu2Ru,123
BeCu2Tc,139
BeCu4Pt,216
BeCu4Rh,216
BeCu4W,216
BeCuHg2,99
BeCuNi,187
BeCuNi2,119
BeCuP,187
BeCuP,216
BeCuPd,187
BeCuPd2,119
BeCuPt,107
BeCuPt2,119
BeCuRh2,99
BeCuRh2,119
BeCuSi,107
BeFe2Cu,119
BeFe2Ge,119
BeFe2Mo,225
BeFe2Ni,139
BeFe2P,225
BeFe2Si,225
BeFe4Mo,216
BeFeBi2,139
BeFeCu2,119
BeFeMo2,99
BeFeNi2,119
BeFePb2,119
BeFePt2,119
BeFeRh2,119
BeFeRh2,225
BeFeRu2,119
BeFeW,156
BeFeW2,99
BeGa2Bi,119
BeGa2Co,99
BeGa2Co,119
BeGa2Fe,99
BeGa2Fe,119
BeGa2Mo,139
BeGa2Ru,119
BeGa2Ru,216
BeGa2Ru,225
BeGa2Tc,119
BeGa2W,123
BeGa4Tc,216
BeGa4W,216
BeGaCo,156
BeGaCo2,123
BeGaCo2,225
BeGaCu,107
BeGaCu2,123
BeGaIr,107
BeGaIr2,99
BeGaIr2,225
BeGaMo2,119
BeGaOs2,119
BeGaPb2,119
BeGaRh,187
BeGaRh2,225
BeGaRu,107
BeGaRu,216
BeGaRu2,119
BeGaRu2,216
BeGaRu2,225
BeGaSb,107
BeGaSi,107
BeGaTc2,119
BeGaW2,119
BeGe2Pd,119
BeGe2Ru,216
BeGe2Ru,225
BeGeB,216
BeGeMo2,99
BeGeP2,119
BeGePd2,99
BeGeRu,216
BeGeRu2,123
BeGeRu2,216
BeGeRu2,225
BeGeW2,99
BeHg2Ru,139
BeHg4Ru,216
BeHgPd2,119
BeHgRu2,119
BeIn2Sb,119
BeIn3,139
BeIn4Ir,216
BeIn4Mo,216
BeIn4Re,216
BeIn4Tc,216
BeInBi,216
BeInBi2,139
BeInFe2,123
BeInGa4,216
BeInGe,107
BeInGe,187
BeInHg,107
BeInIr,187
BeInMo2,99
BeInMo2,119
BeInOs2,99
BeInP,187
BeInPd,99
BeInPt,99
BeInPt,216
BeInRh,216
BeInRh2,99
BeInSi2,216
BeInSn,107
BeInW2,99
BeInW2,119
BeIrPd2,99
BeMo2,140
BeMo2Ru,119
BeMo2W,139
BeMo3,223
BeMo4Os,216
BeMo4Pt,216
BeMoOs2,99
BeMoP2,99
BeMoPb2,99
BeMoPd,107
BeMoPt2,119
BeMoRh,107
BeMoRh2,99
BeMoRu2,71
BeMoRu2,99
BeMoRu2,225
BeNb,63
BeNb2,140
BeNb2As,216
BeNb2Cu,99
BeNb2Fe,99
BeNb2In,99
BeNb2Ir,99
BeNb2P,119
BeNb2Si,139
BeNbBi4,216
BeNbCd,107
BeNbCo,187
BeNbCo2,71
BeNbCo4,216
BeNbCr,107
BeNbCr2,139
BeNbFe,99
BeNbFe,156
BeNbGa,187
BeNbIn,107
BeNbIr,187
BeNbIr2,99
BeNbNi,107
BeNbNi2,99
BeNbNi4,216
BeNbOs,99
BeNbOs2,99
BeNbP,187
BeNbP2,99
BeNbPb,107
BeNbPb2,119
BeNbPd2,99
BeNbPt,107
BeNbPt,216
BeNbRh,107
BeNbRu,107
BeNbRu2,99
BeNbRu2,225
BeNbRuRh,216
BeNbSi,107
BeNbSi2,119
BeNbTc,107
BeNbTl,107
BeNbW,107
BeNi,221
BeNi2Ge,225
BeNi2Ir,119
BeNi2Mo,99
BeNi2P,119
BeNi2Pt,119
BeNi2W,139
BeNiBi2,139
BeNiMo,107
BeNiPb2,119
BeNiPd,187
BeNiPd2,119
BeNiPt2,119
BeNiRu2,119
BeOs2Pd,139
BeOs2Ru,139
BeOs2W,225
BeOsRu,107
BeOsRu2,123
BeOsRuW,216
BeP2Ir,119
BeP2Os,119
BeP4Ru,216
BePRu,99
BePRu2,139
BePW2,99
BePd,221
BePd2,139
BePd3,63
BePdAu,216
BePdPb2,123
BePdPt,6
BePdPt2,119
BePdRh2,119
BePdRu,107
BePdRu2,99
BePtRh2,119
BeRe2Os,216
BeReB,216
BeRu,129
BeRu2Pb,99
BeRu2Pb,119
BeRu2Rh,119
BeRu2W,225
BeRu3,139
BeRuPt,216
BeRuRh2,119
BeRuRh2,139
BeSbAs,216
BeSbAs2,225
BeSbPd,216
BeSbPd2,99
BeSi2Ru,99
BeSi2W,119
BeSiIr2,225
BeSiMo,187
BeSiN2,33
BeSiN2,122
BeSiNi2,225
BeSiOs2,225
BeSiPd2,99
BeSiRh2,225
BeSiRu2,225
BeSiW2,99
BeSnAs,216
BeSnBi2,139
BeSnPb2,139
BeTc2Ge,119
BeTc2Ni,119
BeTc2Pd,119
BeTcRu,107
BeTcW,156
BeTcW2,99
BeTl2Cr,119
BeTl2Fe,119
BeTl2Ga,119
BeTl2V,123
BeTlAs,216
BeTlFe2,139
BeTlIn,156
BeTlMo,107
BeTlRe4,216
BeTlZn,99
BeV,221
BeV2Cd,119
BeV2Cr,99
BeV2Cr,119
BeV2Cu,99
BeV2Cu,119
BeV2Fe,99
BeV2Ge,99
BeV2Ge,119
BeV2Hg,99
BeV2Hg,119
BeV2In,99
BeV2Os,99
BeV2Pb,99
BeV2Pt,99
BeV2Pt,119
BeV2Si,139
BeV2Sn,99
BeV2Tc,99
BeV2Tc,119
BeV3,223
BeVB,129
BeVCo4,216
BeVCoRu,216
BeVFe,107
BeVFe,156
BeVFe2,119
BeVFeIr,216
BeVGa,187
BeVGa4,216
BeVIn,156
BeVIn2,123
BeVIr2,119
BeVMo,107
BeVNi,187
BeVNi2,99
BeVNi4,216
BeVOs2,119
BeVOs2,225
BeVOsRh,216
BeVP2,119
BeVP4,216
BeVPd2,123
BeVPt2,119
BeVRh2,71
BeVRu,99
BeVRu2,225
BeVRu4,216
BeVRuRh,216
BeVSi,187
BeVSi2,123
BeVSi2,139
BeVSi4,216
BeZn13,226
BeZn2As,216
BeZn2Cd,99
BeZn2Co,99
BeZn2Cr,99
BeZn2Fe,99
BeZn2Ga,216
BeZn2Ga,225
BeZn2Ge,119
BeZn2In,99
BeZn2Ir,119
BeZn2Mo,119
BeZn2Ru,99
BeZn2Tc,119
BeZn2W,119
BeZnCo,156
BeZnCr,156
BeZnCr2,119
BeZnFe,156
BeZnFe2,123
BeZnFe2,139
BeZnFe4,216
BeZnGa,216
BeZnGa2,216
BeZnGa2,225
BeZnHg4,216
BeZnIr2,119
BeZnMo,107
BeZnOs2,119
BeZnP,107
BeZnPd2,99
BeZnPd2,123
BeZnPt,216
BeZnRh,187
BeZnRh2,225
BeZnRu2,99
Bi,140
Bi,221
Bi2Ir,14
Bi2Ir2O7,227
Bi2O3,14
Bi2O3,206
Bi2O3,224
Bi2O3,227
Bi2OsAu,225
Bi2Pd,139
Bi2Pd3S2,199
Bi2Pd5,12
Bi2PdPt,164
Bi2Pt,205
Bi2Pt2O7,227
Bi2Rh2O7,227
Bi2Ru2O7,227
Bi2SeO2,139
BiAsO4,88
BiAu2,227
BiB,216
BiBAs,216
BiIrS,198
BiIrSe,198
BiMoRh,216
BiO2,225
BiPbAu,216
BiPd,194
BiPd2Pb,36
BiPdSe,198
BiPt,194
BiPtSe,198
BiRh,194
BiRhO3,62
BiRhS,198
BiRhSe,198
BiRuPt,216
BiSb2Os,225
BiSeCl,216
BiTePd,198
BiTePt,198
Ca(AgGe)2,139
Ca(AgSn)2,139
Ca(Al2Cu)4,139
Ca(AlAg)2,139
Ca(AlGa)2,139
Ca(AlZn)2,139
Ca(AsPd)2,139
Ca(AsRu)2,139
Ca(BiPd)2,139
Ca(CdGa)2,139
Ca(CdIn)2,139
Ca(Cu2As)2,166
Ca(Cu2P)2,136
Ca(CuAs)2,139
Ca(CuP)2,139
Ca(CuSi)2,139
Ca(FeAs)2,139
Ca(GaAs)2,166
Ca(GaNi)2,139
Ca(GaP)2,194
Ca(GeAu)2,139
Ca(GeIr)2,139
Ca(GePd)2,139
Ca(GeRh)2,139
Ca(GeRu)2,139
Ca(InP)2,194
Ca(InPd)2,139
Ca(PPd)2,139
Ca(PRu)2,139
Ca(SiAu)2,139
Ca(SiPd)2,139
Ca(SiRh)2,139
Ca(ZnAs)2,164
Ca(ZnCu)2,12
Ca(ZnGa)2,139
Ca(ZnGe)2,139
Ca(ZnP)2,164
Ca(ZnRh)2,139
Ca(ZnSb)2,164
Ca(ZnSi)2,139
Ca19Ag8N7,225
Ca2AcCe,225
Ca2AcPm,225
Ca2AcPr,225
Ca2AcSm,225
Ca2AcYb,225
Ca2Ag,139
Ca2AgAu,225
Ca2AgBi,225
Ca2AgGe,225
Ca2AgPb,225
Ca2AgPd,71
Ca2AgPd,216
Ca2AgPd,225
Ca2AgPd2,71
Ca2AgRh,225
Ca2AgSb,225
Ca2AgSn,225
Ca2AlAg,225
Ca2AlAs,225
Ca2AlGe,225
Ca2AlHg,225
Ca2AlRu,216
Ca2AlRu,225
Ca2AlSb,225
Ca2AlZn,71
Ca2AlZn16,160
Ca2AsAu,225
Ca2BeBi,119
Ca2BeCu,123
Ca2BeIn,123
Ca2BeMo,119
Ca2BeTl,225
Ca2BeW,119
Ca2Bi,139
Ca2BiAu,225
Ca2BiPd,225
Ca2CdAu,225
Ca2CdHg,225
Ca2CdPt,225
Ca2CdSn,225
Ca2CeNd,225
Ca2CoW,216
Ca2Cu,62
Ca2CuAg,38
Ca2CuAs,225
Ca2CuHg,225
Ca2CuIr,225
Ca2CuPt,225
Ca2CuSb,225
Ca2Ga7Ag,115
Ca2Ga9Ru5,139
Ca2GaAg,38
Ca2GaAg,71
Ca2GaCu,225
Ca2GaGe,225
Ca2GaRu,216
Ca2GaRu,225
Ca2GaSi,38
Ca2Ge,62
Ca2GeRu,216
Ca2GeRu,225
Ca2H6Ru,225
Ca2HfFe,216
Ca2HfFe,225
Ca2HfGe,216
Ca2HfGe,225
Ca2HgPb,225
Ca2HgPd,225
Ca2In,62
Ca2InAg,225
Ca2InAu,225
Ca2InCu,225
Ca2InPd2,15
Ca2InPt2,15
Ca2LaPr,225
Ca2MgAg,225
Ca2MgBe,216
Ca2MgCd,225
Ca2MgIn,225
Ca2MgSn,225
Ca2MgTl,225
Ca2MgZn,225
Ca2Nb2O7,227
Ca2Ni3Ge2,51
Ca2PdAu,225
Ca2PdPb,225
Ca2PdPt,225
Ca2PtAu,225
Ca2RhAu,225
Ca2Sb,139
Ca2SbPd,225
Ca2ScBe,139
Ca2Si,62
Ca2Si,225
Ca2Si3Ag,69
Ca2SiAg,225
Ca2SiHg,225
Ca2Sn,62
Ca2SnHg,225
Ca2SnO4,55
Ca2SnRh,225
Ca2Ta2O7,227
Ca2TlAg,225
Ca2TlCd,225
Ca2TlGa,225
Ca2TlIn,71
Ca2TlIn,225
Ca2TlPb,225
Ca2YbAl,225
Ca2YbCd,225
Ca2YbCe,225
Ca2YbIn,225
Ca2YbNd,225
Ca2YbPr,225
Ca2Zn2CuP3,194
Ca2Zn3Ga,8
Ca2ZnCd,225
Ca2ZnCu,225
Ca2ZnGa,71
Ca2ZnGa,216
Ca2ZnGa,225
Ca2ZnGa3,8
Ca2ZnHg,225
Ca2ZnIn,71
Ca2ZnIn,225
Ca2ZnN2,139
Ca2ZnRh,225
Ca2ZnSn,71
Ca2ZnSn,225
Ca2ZrBe,216
Ca3(GaNi)4,217
Ca3(InAs2)2,58
Ca3(SiIr)4,217
Ca3Ag8,229
Ca3Al7Cu2,166
Ca3AlSb3,62
Ca3BiN,221
Ca3Co4Sn13,223
Ca3CrN3,63
Ca3Ga5,63
Ca3Ge13Ir4,223
Ca3Ge13Rh4,223
Ca3GeN,221
Ca3GeO,221
Ca3In,225
Ca3SbN,221
Ca3Sn13Ir4,223
Ca3Sn13Rh4,223
Ca3SnN,221
Ca3SnO,221
Ca3VN3,63
Ca3Zn,63
Ca3Zn,194
Ca3Zn2(CuP2)2,164
Ca4AlZn43,21
Ca4BeNb,216
Ca4BeV,216
Ca4BeW,216
Ca4BeZn,216
Ca4ScBe,216
Ca5(InSb3)2,55
Ca5Sb3,193
Ca5Sn3H,140
Ca7Ge,225
CaAcCd2,225
CaAcGa,216
CaAcHg2,225
CaAcIn2,225
CaAcYb2,225
CaAg,63
CaAg2,74
CaAg2Ge,225
CaAg3,139
CaAgAs,189
CaAgAs,216
CaAgBi,186
CaAgBi,194
CaAgGe,12
CaAgHg2,225
CaAgP,187
CaAgP,189
CaAgP,216
CaAgPd,216
CaAgPd2,216
CaAgPd2,225
CaAgSb,62
CaAgSb,187
CaAgSn2,99
CaAl2,227
CaAl3Zn,119
CaAl6Pd,123
CaAlAu,62
CaAlB,216
CaAlGa,12
CaAlRu,216
CaAlRu2,225
CaAlSi,186
CaAlSi,187
CaB2As,216
CaBPd3,221
CaBe2Cr,225
CaBe2In,123
CaBe2Ru,119
CaBe2Ru,123
CaBe2V,123
CaBeBi2,139
CaBeCd2,216
CaBeCu2,99
CaBeFe2,216
CaBeGa,107
CaBeGa2,99
CaBeIn,107
CaBeMo2,99
CaBeNb,107
CaBeNb2,99
CaBeNb2,119
CaBeOs2,216
CaBeRu2,216
CaBeSb2,119
CaBeTc2,216
CaBeW,156
CaBeZn2,216
CaBiAu,216
CaBiB,216
CaBiPd2,225
CaBrCl,216
CaCd2Ga,225
CaCd2In,71
CaCd2Pd,62
CaCd2Sn,139
CaCdAu2,225
CaCdGa,187
CaCdGe,189
CaCdGe,216
CaCdHg2,225
CaCdPd2,225
CaCdSi,216
CaCdSn,189
CaCdSn,216
CaCeAg2,225
CaCeMg2,225
CaCu,221
CaCu2,191
CaCu5,191
CaCuAs,187
CaCuAs,194
CaCuAs,216
CaCuAs2,99
CaCuBi,194
CaCuF4,140
CaCuGe,187
CaCuP,194
CaCuP2,99
CaCuSb,194
CaCuSb2,99
CaCuSi,187
CaCuSi,194
CaCuSi,216
CaDyHg2,225
CaErRh2,225
CaEuGa2,225
CaFeTe,216
CaGa,63
CaGa,123
CaGa2,191
CaGa2,194
CaGa2Ru,216
CaGa2Ru,225
CaGa3Ni2,63
CaGa4,12
CaGa4,139
CaGaAu,62
CaGaB,216
CaGaGe,194
CaGaGe2,99
CaGaRu,216
CaGaRu2,225
CaGaSi,187
CaGe2,186
CaGe2Ru,216
CaGeN2,122
CaGeRu,216
CaGeRu2,225
CaHF,216
CaHf2Be,99
CaHf2Fe,216
CaHf2Fe,225
CaHf2Ge,225
CaHfBe,216
CaHfBe2,123
CaHfFe,216
CaHfFe2,216
CaHfFe2,225
CaHfGe,216
CaHfGe2,216
CaHfGe2,225
CaHfPt,216
CaHfSc,216
CaHfZn,216
CaHoCd2,225
CaHoPd2,225
CaHoRh2,225
CaIn,221
CaIn2,194
CaIn2Au,63
CaIn2Cu,63
CaIn2O4,141
CaIn2Pd,63
CaIn3,221
CaIn4,139
CaIn4Ir,51
CaIn4Pd,63
CaIn4Rh,51
CaInAg2,225
CaInAu,62
CaInAu2,225
CaInB,216
CaInBr3,63
CaInGa,216
CaInPt,62
CaInPt,216
CaInRh,62
CaInRh2,71
CaLaAg2,225
CaLaCd2,225
CaLaHg2,225
CaLuRh2,225
CaMg2In,225
CaMg2Sc,123
CaMgCd2,225
CaMgGe,62
CaMgGe,216
CaMgHg2,225
CaMgIn3,119
CaMgPb,216
CaMgSi,62
CaMgSi,216
CaMgSn,216
CaMgTl2,225
CaMn7O12,148
CaMnO3,62
CaMnO3,194
CaMnO3,221
CaNbPt,216
CaNdAu2,225
CaNdCd2,225
CaNdRh2,225
CaNi2,227
CaNiN,131
CaNiTe,216
CaPbF6,225
CaPd,221
CaPd2,227
CaPd3C,221
CaPd3O4,223
CaPd5,191
CaPdAu,99
CaPdF4,140
CaPdPb,189
CaPmAg2,225
CaPmCd2,225
CaPmHg2,225
CaPmMg2,225
CaPmPd2,225
CaPmPt2,225
CaPmRh2,225
CaPr2In,225
CaPr2Mg,225
CaPrAg2,225
CaPrHg2,225
CaPrMg2,225
CaPrRh2,225
CaPt2,194
CaPt2,227
CaPt5,191
CaPtO3,63
CaRe2Si,225
CaReBi,216
CaRuO3,62
CaRuPt,216
CaSbAu,194
CaSbPd,62
CaSc2Be,99
CaScAl4,216
CaScBe,107
CaScHg2,225
CaScIn,216
CaScIn2,71
CaScNb,216
CaScNi4,216
CaScRu,216
CaScTa,216
CaScZn,216
CaSi,63
CaSi2,141
CaSi3,139
CaSi3Ir,107
CaSi3Pt,107
CaSiAg,187
CaSiO3,62
CaSiO3,127
CaSiO3,204
CaSiO3,221
CaSiPd2,99
CaSiPt,198
CaSmAg2,225
CaSmCd2,225
CaSmHg2,225
CaSmRh2,225
CaSn2Ir,63
CaSn2Pd,63
CaSn3,221
CaSnAu,216
CaSnF6,225
CaSnHg,186
CaSnO3,221
CaSnPt,62
CaSnRh2,225
CaTa2Fe,216
CaTa2Fe,225
CaTa2Tl,216
CaTaBe,107
CaTaFe,216
CaTaPt,216
CaTaTc,216
CaTbRh2,225
CaThRh2,225
CaTiBe2,119
CaTiBe2,225
CaTiO3,62
CaTiO3,140
CaTiO3,221
CaTl2Cd,225
CaTl2Pb,225
CaTlAu,216
CaTlHg,216
CaTmCd2,225
CaTmIn2,225
CaTmMg2,225
CaTmPt2,225
CaV,221
CaYCd2,225
CaYHg2,225
CaYIn2,71
CaYMg2,225
CaYPd2,225
CaYRh2,225
CaYZn2,71
CaYZn2,225
CaYb2In,225
CaYb2Pm,225
CaYb2Pr,225
CaYbGa2,225
CaYbPd,216
CaYbTl2,225
CaYbZn2,225
CaZn,63
CaZn,123
CaZn,166
CaZn,216
CaZn,221
CaZn13,226
CaZn2,74
CaZn5,191
CaZnCu,187
CaZnGa,216
CaZnGa2,216
CaZnGa2,225
CaZnGa3,119
CaZnGe,187
CaZnGe,194
CaZnGe,216
CaZnGe2,99
CaZnP,216
CaZnP2,99
CaZnPb,186
CaZnPb,194
CaZnPt,216
CaZnRh2,225
CaZnSi,187
CaZnSi,194
CaZnSi,216
CaZnSn,186
CaZnSn,194
CaZrO3,62
CaZrO3,221
CaZrPd,216
CaZrRh2,225
CaZrS3,62
Cd(GaO2)2,227
Cd(GaSn)2,139
Cd(InS2)2,227
Cd(InSe2)2,82
Cd(InSe2)2,227
Cd(PtO2)3,65
Cd(SbO3)2,162
Cd2AgAu,225
Cd2AgPd,71
Cd2AgPd,216
Cd2AgPd,225
Cd2AgPt,71
Cd2AgPt,225
Cd2AgRh,225
Cd2GaRu,216
Cd2GaRu,225
Cd2GeRu,216
Cd2GeRu,225
Cd2Pd,71
Cd2PdRh,225
Cd2PtRh,225
Cd2Sb2O7,227
Cd2SiO4,227
Cd2SnO4,55
Cd3Ga,139
Cd3In,221
Cd3Pd,139
Cd3Pd,221
Cd4AgPd3,123
CdAg,123
CdAg,166
CdAg,221
CdAg2Au,225
CdAg3,221
CdAgPb,216
CdAgPd,216
CdAgPd2,123
CdAgPd2,216
CdAgPd2,225
CdAgSb,216
CdAgSn,216
CdAsIr,216
CdAsOs,216
CdAsPd5,123
CdAsPt5,123
CdAsRh,216
CdAsRu,216
CdCu2Rh,12
CdCuF4,140
CdCuPd2,71
CdCuSb,216
CdGa2Ru,216
CdGa2Ru,225
CdGaBi,216
CdGaPd2,71
CdGaRh,187
CdGaRh2,123
CdGaRh2,225
CdGaRu,216
CdGaRu2,216
CdGaRu2,225
CdGe2Ru,216
CdGe2Ru,225
CdGeAu,216
CdGeP2,225
CdGeRu,216
CdGeRu2,216
CdGeRu2,225
CdHgPd2,139
CdIn2O4,141
CdIn2O4,227
CdInAu,216
CdInPd,99
CdInPt,216
CdIrRu,216
CdNi3N,221
CdNiBi,216
CdNiP,216
CdNiSb,216
CdPOs2,216
CdPPd5,123
CdPPt5,123
CdPd,123
CdPd3,139
CdPd3,221
CdPdAu2,71
CdPt,123
CdRuPt,216
CdSbAu,216
CdSiAs2,122
CdSiP2,225
CdSnHg,216
CdSnO3,62
CdSnP2,122
CdSnRh2,225
CdSnSb2,122
Ce(AgGe)2,139
Ce(Al5Ru)2,63
Ce(AlAg)2,139
Ce(AlGa)2,139
Ce(AlZn)2,139
Ce(As3Ru)4,204
Ce(BRu)2,70
Ce(CuGe)2,139
Ce(CuSb)2,129
Ce(CuSi)2,139
Ce(FeP3)4,204
Ce(GaAu)2,139
Ce(GePd)2,139
Ce(GeRu)2,139
Ce(P3Ru)4,204
Ce(Re2Si)2,65
Ce(SiAg)2,139
Ce(SiPd)2,139
Ce(SiRu)2,139
Ce(ZnCu)2,139
Ce2(Al5Ru)3,193
Ce2(Ga3Ru)3,63
Ce2(Ni7B2)3,225
Ce2(Si2Pd7)3,225
Ce2(Zn2Ge)3,189
Ce2AgPd,225
Ce2Al3Ru,194
Ce2AlRu,185
Ce2AlRu,225
Ce2AlRu2,64
Ce2CdHg,225
Ce2Ga5Cu3,115
Ce2Ga8Ru,123
Ce2Ga9Ru5,139
Ce2GaRu,225
Ce2GeRu,225
Ce2In,194
Ce2In3Ru2,62
Ce2In8Rh,123
Ce2InAg,123
Ce2InPt2,127
Ce2MgCu2,127
Ce2Ni12P7,174
Ce2ZnHg,225
Ce2ZnIn,225
Ce2ZnNi2,71
Ce2ZnPb,225
Ce3(Al3Ru)4,194
Ce3(InRu)2,62
Ce3Bi4Pd3,220
Ce3Bi4Pt3,220
Ce3Cu,221
Ce3Ga,221
Ce3Ge13Ru4,223
Ce3In,221
Ce3In3Ru2,12
Ce3Pd5,189
Ce3Zn,139
Ce4SiRh12,229
Ce5Al2Ru3,146
Ce5Al2Ru3,199
Ce5Ge2Ru,62
CeAg,123
CeAg,221
CeAg2,191
CeAgGe,186
CeAgHg2,225
CeAgPd,216
CeAgPd2,225
CeAgSb2,129
CeAgSn,186
CeAl2BRu2,123
CeAl3Cu,107
CeAl3Pd2,191
CeAl4Ni,63
CeAlGa,187
CeAlPd,189
CeAlRu,38
CeAlRu,62
CeAlRu2,225
CeAsPd,194
